Tên doanh nghiệp,Tên giao dịch,Mã số thuế,Địa chỉ,Tình trạng hoạt động,Ngày cấp giấy phép,Ngành nghề kinh doanh,Link
CÔNG TY CỔ PHẦN LUMILAB VIỆT NAM,"LUMILAB VIET NAM., JSC",111046803,"Số 64 phố Vọng, Phường Phương Mai, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),10/5/2025,Quảng cáo,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Lumilab-Viet-Nam-46803.html
CÔNG TY CỔ PHẦN AN TUỆ ĐỨC,,111046793,"Tầng 7,Tòa nhà NHS Center, Số214 Hào Nam, Phường Cát Linh, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),10/5/2025,"Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-An-Tue-Duc-46793.html
CÔNG TY TNHH XUẤT NHẬP KHẨU TLC,,111046874,"Số 92 ngõ 6 Đường Vĩnh phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Xuat-Nhap-Khau-Tlc-46874.html
CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ TÍN PHÁT 81,"TIN PHAT 81 CO., LTD",111046433,"Số 10A, ngõ 145/5 đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,Bán buôn thực phẩm,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Dau-Tu-Tin-Phat-81-46433.html
CÔNG TY TNHH XÂY DỰNG NHÀ ĐẸP TRẦN KIÊN,"TRAN KIEN NICE HOUSE CONSTRUCTION CO.,LTD",111046088,"5/153 Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,Xây dựng nhà để ở,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Xay-Dung-Nha-Dep-Tran-Kien-46088.html
CÔNG TY TNHH Ô TÔ CHUYÊN DÙNG MIỀN BẮC,"NORTHERN SPECIAL AUTOMOBILE CO., LTD",111046440,"Số nhà 23 ngách 95/94 Phố Vũ Xuân Thiều, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,Bán buôn ô tô và xe có động cơ khác,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-O-To-Chuyen-Dung-Mien-Bac-46440.html
CÔNG TY TNHH VIỆT NAM AGRO HITECH,,111046306,"Số 17, ngõ 71, phố Đỗ Quang, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Viet-Nam-Agro-Hitech-46306.html
CÔNG TY TNHH THƯƠNG MẠI DU LỊCH VÀ DỊCH VỤ TRANG ANH,TRANG ANH SETRACO,111046320,"Số 05 - Lô N07A, Khu đô thị mới Dịch Vọng, Phố Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,Sản xuất thực phẩm khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Du-Lich-Va-Dich-Vu-Trang-Anh-46320.html
CÔNG TY TNHH QUẢN LÝ TÀI SẢN PT,"PT AM CO., LTD",111046401,"số 68 Nguyễn Vĩnh Bảo, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Quan-Ly-Tai-San-Pt-46401.html
CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN THƯƠNG MẠI TÙNG LINH,"TUNG LINH CONSINVEST CO., LTD",111045750,"Tầng 18, Tòa nhà CEO, Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Xay-Dung-Va-Phat-Trien-Thuong-Mai-Tung-Linh-45750.html
CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN HUYỀN AN LAND,"HUYEN AN LAND INVEST CO., LTD",111045729,"Tầng 2, Tòa nhà Detech Tower, số 8 Tôn Thất Thuyết, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),9/5/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Va-Phat-Trien-Huyen-An-Land-45729.html
CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI QUÂN PHÁT DECOR,"QUAN PHAT DECOR CO., LTD",111044891,"SỐ18 ngõ 27 Thành Đàm, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Thuong-Mai-Quan-Phat-Decor-44891.html
CÔNG TY TNHH TƯ VẤN DU HỌC SUNGO VIỆT NAM,"SUNGO EDU CO., LTD",111045581,"Số 46A thôn Lê Dương, Xã Tam Hưng, Huyện Thanh Oai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,Giáo dục khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tu-Van-Du-Hoc-Sungo-Viet-Nam-45581.html
CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG ETERNAL ENERGY VIỆT NAM,CT TNHH ĐT XD ETERNAL ENERGY VN,111045623,"Số 3 ngách 256 ngõ 141 phố Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,Lắp đặt hệ thống điện,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Xay-Dung-Eternal-Energy-Viet-Nam-45623.html
CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC AI VIỆT NAM,,111044884,"Số 9 Central - SunRise c, Khu đô thị The Manor Central Park, đường Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,"Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Cong-Nghe-Giao-Duc-Ai-Viet-Nam-44884.html
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG AGC,,111044877,"483 đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,Hoạt động tư vấn quản lý,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dau-Tu-Xay-Dung-Agc-44877.html
CÔNG TY TNHH BLUE SKY PROPERTY LEASING (VN),,111044852,"Số 1 ngõ 374Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Blue-Sky-Property-Leasing-Vn-44852.html
CÔNG TY CỔ PHẦN Y TẾ NGUYÊN VŨ,,111045197,"Số 9 Hẻm 143/79/22 Phố Nguyễn Chính, TỔ31, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Y-Te-Nguyen-Vu-45197.html
CÔNG TY TNHH TRUYỀN THÔNG ABCD,,111044926,"Số 268 đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,Hoạt động nhiếp ảnh,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Truyen-Thong-Abcd-44926.html
CÔNG TY CỔ PHẦN KIẾN TRÚC VÀ NỘI THẤT HT-HOME VIỆT NAM,,111044933,"Số 26 Ngõ 151 Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Kien-Truc-Va-Noi-That-Ht-Home-Viet-Nam-44933.html
CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH K.N.T VIỆT NAM,,111045077,"Ô số 51-52, Lô Dll-NV9-Khu D, Khu đô thị hai bên đường Lê Trọng Tấn, Xã La Phù, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,"Đại lý, môi giới, đấu giá hàng hóa",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-San-Xuat-Va-Kinh-Doanh-Knt-Viet-Nam-45077.html
CÔNG TY TNHH TƯ VẤN THUẾ SOULWORKS VIỆT NAM,"SWTA CO., LTD",111044475,"Số 1A-B1, Khu B, Tập Thể Đại Học Mỏ Địa Chất, Tổ dân phố 4, Phường cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,"Hoạt động liên quan đến kế toán, kiểm toán và tư vấn về thuế",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tu-Van-Thue-Soulworks-Viet-Nam-44475.html
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU DƯƠNG LÂM,,111044482,"Số nhà 3, ngách 93, ngõ 68, Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Xuat-Nhap-Khau-Duong-Lam-44482.html
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ GIA ANH HÀ NỘI,,111042929,"Số 34 Ngõ 212 Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,Hoạt động của các cơ sở thể thao,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Va-Dich-Vu-Gia-Anh-Ha-Noi-42929.html
CÔNG TY TNHH MD LUXURY,,111044468,"Tầng 4, tòa B, Lô HH2-1, Dự án Công viên giải trí, trường học và tổ hợp nhà ở thương mại, dịch vụ Golden Palace A, đường Lê Quang Đạo, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),8/5/2025,"Bán buôn vải, hàng may mặc, giày dép",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Md-Luxury-44468.html
CÔNG TY CỔ PHẦN THƯƠNG MẠI THỊNH PHÁT EDU,,111044404,"Số 2, Ngõ 19TỐ Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Dịch vụ hỗ trợ giáo dục,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thuong-Mai-Thinh-Phat-Edu-44404.html
CÔNG TY TNHH VÀNG BẠC NGHĨA THỊNH,"NGHIA THINH SILVER GOLD CO., LTD",111044531,"SỐ101 đường An Khánh, Thôn Vân Lũng, Xã An Khánh, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Vang-Bac-Nghia-Thinh-44531.html
CÔNG TY TNHH MANNIX VIỆT NAM,"MANNIX VIETNAM CO., LTD",111044330,"Tầng 6, DG3.5, Đường Vạn Xuân, Khu 6, Thị Trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Mannix-Viet-Nam-44330.html
CÔNG TY TNHH ÂM NHẠC VÀ GIẢI TRÍ TƯƠNG LAI,,111044387,"Số 53 Sơn Tây, Phường Kim Mã, Quận Ba Đình, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,"Xử lý dữ liệu, cho thuê và các hoạt động liên quan",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Am-Nhac-Va-Giai-Tri-Tuong-Lai-44387.html
CÔNG TY CỔ PHẦN QUỐC TẾ MẶT TRỜI,SUN INTERNATIONAL.JSC,111044323,"Số nhà B8-BT1, phố Bùi Xuân Phái, Khu đô thị mới Mỹ Đình II, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Dịch vụ hỗ trợ giáo dục,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Quoc-Te-Mat-Troi-44323.html
CÔNG TY CỔ PHẦN HỘI QUÁN KINH KỲ,,111043778,"Số 2 phố Đặng Thái Thân, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Hoi-Quan-Kinh-Ky-43778.html
CÔNG TY TNHH THƯƠNG MẠI DVXD TÂN QUANG,,111044394,"Tầng 6Tòa nhà MD Complex, số 68 Nguyễn Cơ Thạch, Phường cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Dịch vụ chăm sóc và duy trì cảnh quan,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Dvxd-Tan-Quang-44394.html
CÔNG TY CP DỊCH VỤ GIÁO DỤC NGUYÊN KHANG,,111044436,"Số 12 A, lô 7 Khu nhà ở Văn Phòng Trung Ương Đảng và Báo Nhân Dân, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Giáo dục khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-CP-Dich-Vu-Giao-Duc-Nguyen-Khang-44436.html
CÔNG TY CỔ PHẦN GIẢI PHÁP ĐẦU TƯ ÁNH DƯƠNG,,111044299,"Số nhà 33, Ngõ 2, đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,Xây dựng công trình điện,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Giai-Phap-Dau-Tu-Anh-Duong-44299.html
CÔNG TY CỔ PHẦN DỊCH VỤ AN HOMES,ANHO,111044186,"Ô 44 Tập thể Đài Phát Tín, Ngõ 163, Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),7/5/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Dich-Vu-An-Homes-44186.html
CÔNG TY TNHH DŨNG KIÊN,,111042213,"Số 20, hẻm 422/11/28 Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dung-Kien-42213.html
CÔNG TY TNHH TIẾP VẬN GBL,"GBL LOGISTICS CO., LTD",111042492,"Số 22 ngách 202 ngõ 143 phố Nguyễn Chính, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Vận tải hàng hóa bằng đường bộ,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tiep-Van-Gbl-42492.html
CÔNG TY TNHH DƯỢC VÀ TBYT TOÀN CẦU,"GLOBAL TBYT CO., LTD",111042252,"Số nhà 6, Ngõ 161, Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Duoc-Va-Tbyt-Toan-Cau-42252.html
CÔNG TY TNHH PHỤ TÙNG Ô TÔ MINH CHÂU,,111042277,"Số nhà 25 ngõ 640/57 Đường Nguyễn Văn Cừ, Tổ 14, Phường Gia Thuỵ, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Bán phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Phu-Tung-O-To-Minh-Chau-42277.html
CÔNG TY TNHH PHÁT TRIỂN ĐẦU TƯ PHL VIỆT NAM,PHL VIETNAM,111042245,"Tầng 7, LK06, Lô NO-07 Đường Hồng Tiến, Phường Bồ Đe, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Phat-Trien-Dau-Tu-Phl-Viet-Nam-42245.html
CÔNG TY TNHH THIẾT BỊ ĐỒ CHƠI & SỰ KIỆN VINAJOY,CÔNG TY THIẾT BỊ ĐỒ CHƠI & SỰ KIỆN VINAJOY,111042238,"Lô DI - A4 Khu tái định cư, Tổ 12, Phường Cự Khối, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thiet-Bi-Do-Choi-Su-Kien-Vinajoy-42238.html
CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI PHÚC VINH,,111042206,"Thôn La Tinh, Xã Đông La, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Xay-Dung-Thuong-Mai-Phuc-Vinh-42206.html
CÔNG TY TNHH DU LỊCH QUỐC TẾ VIETCOLORS,,111042220,"Số nhà 19, ngõ 405/8 Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Du-Lich-Quoc-Te-Vietcolors-42220.html
CÔNG TY TRÁCH NHIỆM HỮU HẠN GIÁO DỤC ATH,,111042301,"Số 5, Ngõ 125, Đường Yên Sở , Xã Yên Sở, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Giáo dục khác chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Trach-Nhiem-Huu-Han-Giao-Duc-Ath-42301.html
CÔNG TY TNHH THƯƠNG MẠI TRÚC ANH MEDIA,,111042291,"SỐ19 đường Ba Chàng, Xã Dương Liễu, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Truc-Anh-Media-42291.html
CÔNG TY TNHH TƯ VẤN VÀ DỊCH VỤ LỘC DƯƠNG LOGISTICS,LỘC DƯƠNG LOGISTICS,111042580,"Tầng 9Tòa nhà SỐ12 Phố Đồng Nhân, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Tu-Van-Va-Dich-Vu-Loc-Duong-Logistics-42580.html
CÔNG TY TNHH TRANG PHỤC BIỂN DIỄN N2,,111042598,"Số 366 Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,"Bán lẻ hàng may mặc, giày dép, hàng da và giả da trong các cửa hàng chuyên doanh",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Trang-Phuc-Bien-Dien-N2-42598.html
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG ĐÔ THỊ UDIC1,,111042573,"Số 28, ngõ 143 Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Xây dựng nhà không để ở,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Phat-Trien-Ha-Tang-Do-Thi-Udic1-42573.html
CÔNG TY TNHH LIMAX VN,"LIMAX VN CO.,LTD",111042326,"Lô 8, Măng cầm 5, Khu đô thị An Lạc Symphony, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Limax-VN-42326.html
CÔNG TY TNHH THƯƠNG MẠI FEIXIDE,,111042816,"TT9-34, Khu đô thị mới Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Thuong-Mai-Feixide-42816.html
CÔNG TY TNHH ĐẦU TƯ VÀ CÔNG NGHỆ SỐ HÀ NỘI,,111042446,"Số 8 Phố Lê Hữu Trác, Phường Phúc La, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm",https://infodoanhnghiep.com/thong-tin/Cong-Ty-TNHH-Dau-Tu-Va-Cong-Nghe-So-Ha-Noi-42446.html
CÔNG TY CỔ PHẦN GIẢI PHÁP MẶT TRỜI XANH,"SOL GREEN SOLUTIONS., JSC",111041410,"40 Ngách 426/6 Đường Láng, Phường Láng Hạ, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Giai-Phap-Mat-Troi-Xanh-41410.html
CÔNG TY CỔ PHẦN Y DƯỢC VNG,"VNG PHARMA .,JSC",111041403,"SỐ10 ngõ 183 Đặng Tiến Đông, Phường Trung Liệt, Quận Đống đa, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Y-Duoc-Vng-41403.html
CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ PHÁT TRIỂN VÀ VÀ XÂY DỰNG A25,"A25 CONS .,JSC",111042100,"A42-TT5 khu đô thị Văn Quán , Phường Văn Quán, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Xây dựng nhà để ở,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Tu-Van-Dau-Tu-Phat-Trien-Va-Va-Xay-Dung-A25-42100.html
CÔNG TY CỔ PHẦN THÉP KHẢI AN PHÁT,,111041964,"Km 9, Quốc lộ 3, Khu Đồng Quán, Xã cổ Loa, Huyện Đông Anh, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Bán buôn kim loại và quặng kim loại,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thep-Khai-An-Phat-41964.html
CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ GIẢI PHÁP VẬN TẢI ĐÔNG ANH,,111041971,"Xóm 3, thôn Nguyên Khê, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Vận tải hàng hóa bằng đường bộ,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Thuong-Mai-Va-Giai-Phap-Van-Tai-Dong-Anh-41971.html
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU SLIM,,111042157,"Số D19-7, Khu D, Khu đô thị Geleximco, Phường Dương Nội, Quận Hà Đông, Hà Nội",Đang hoạt động (đã được cấp GCN ĐKT),6/5/2025,Bán buôn đồ dùng khác cho gia đình,https://infodoanhnghiep.com/thong-tin/Cong-Ty-Co-Phan-Xuat-Nhap-Khau-Slim-42157.html
